Gene name	Chromosome/scaffold name	Gene stable ID
PPIHP2	X	ENSG00000220541
	19	ENSG00000267033
QTRT1P1	X	ENSG00000270524
U3	X	ENSG00000201674
RNU1-57P	X	ENSG00000207220
RN7SL93P	X	ENSG00000240327
SNORD30	X	ENSG00000212611
XACT	X	ENSG00000241743
KIR3DX1	HSCHR19LRC_COX1_CTG3_1	ENSG00000276848
ASRGL1	11	ENSG00000162174
MIR766	X	ENSG00000211578
CBX1P4	X	ENSG00000214321
	X	ENSG00000238764
MIR4768	X	ENSG00000265465
RPS9	HSCHR19LRC_COX1_CTG3_1	ENSG00000274646
	X	ENSG00000235834
CLUHP8	12	ENSG00000258278
NHS-AS1	X	ENSG00000230020
CHP1P3	X	ENSG00000226153
SCML1	X	ENSG00000047634
COX7C	5	ENSG00000127184
LAIR2	HSCHR19LRC_COX1_CTG3_1	ENSG00000274084
LILRB4	HSCHR19LRC_COX1_CTG3_1	ENSG00000278555
RPL23P2	21	ENSG00000176054
NTF3	12	ENSG00000185652
EPS15L1	19	ENSG00000127527
RWDD2B	21	ENSG00000156253
B4GALT6	18	ENSG00000118276
LILRA6	HSCHR19LRC_COX1_CTG3_1	ENSG00000275584
LILRA2	HSCHR19LRC_COX1_CTG3_1	ENSG00000274000
	12	ENSG00000278842
LILRB2	HSCHR19LRC_COX1_CTG3_1	ENSG00000276146
MRPS36P5	12	ENSG00000257927
	5	ENSG00000250081
	5	ENSG00000280009
	5	ENSG00000249153
IPO8	12	ENSG00000133704
LINC02061	5	ENSG00000250885
RNF215	22	ENSG00000099999
	5	ENSG00000271904
LINC02059	5	ENSG00000250544
RPL31P18	3	ENSG00000213849
RGS7BP	5	ENSG00000186479
CNOT3	HSCHR19LRC_COX1_CTG3_1	ENSG00000277114
GNAI2	3	ENSG00000114353
KIR2DP1	HSCHR19LRC_COX1_CTG3_1	ENSG00000277286
LILRB3	HSCHR19LRC_COX1_CTG3_1	ENSG00000277816
LILRP1	HSCHR19LRC_COX1_CTG3_1	ENSG00000273740
LILRB5	HSCHR19LRC_COX1_CTG3_1	ENSG00000277414
	20	ENSG00000287430
SLC24A3	20	ENSG00000185052
PPIAP79	5	ENSG00000214853
RASGRF2-AS1	5	ENSG00000251450
HSP90AA2P	11	ENSG00000224411
	HSCHR19LRC_COX1_CTG3_1	ENSG00000275116
	HSCHR19LRC_COX1_CTG3_1	ENSG00000277366
	7	ENSG00000224155
EIF4A2P3	11	ENSG00000254589
LINC00604	5	ENSG00000250585
SLC25A5P3	7	ENSG00000213673
LILRA5	HSCHR19LRC_COX1_CTG3_1	ENSG00000274914
	11	ENSG00000279266
	5	ENSG00000249276
SDHAF3	7	ENSG00000196636
	5	ENSG00000279869
MTCO1P22	5	ENSG00000271207
LILRB1	HSCHR19LRC_COX1_CTG3_1	ENSG00000274669
	5	ENSG00000250694
	5	ENSG00000250079
	5	ENSG00000251376
	16	ENSG00000270020
	21	ENSG00000273254
C1GALT1P2	5	ENSG00000251435
	5	ENSG00000288539
USP16	21	ENSG00000156256
	5	ENSG00000278958
HMGB3P16	5	ENSG00000248430
	5	ENSG00000271862
LMTK2	7	ENSG00000164715
CCNO	5	ENSG00000152669
KIR3DL3	HSCHR19LRC_COX1_CTG3_1	ENSG00000278723
ZFP90	16	ENSG00000184939
HDC	15	ENSG00000140287
LENG8	HSCHR19LRC_COX1_CTG3_1	ENSG00000276458
SEC14L2	22	ENSG00000100003
ELP4	11	ENSG00000109911
	20	ENSG00000235996
SLC24A3-AS1	20	ENSG00000179447
TTYH1	HSCHR19LRC_COX1_CTG3_1	ENSG00000276537
DPPA3P12	5	ENSG00000271035
NPM1P52	8	ENSG00000253663
	20	ENSG00000232675
	8	ENSG00000286984
REXO1L9P	8	ENSG00000271381
RPL30P10	8	ENSG00000243050
LILRP2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000293026
	20	ENSG00000268628
	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000290528
MAFB	20	ENSG00000204103
TNFRSF11B	8	ENSG00000164761
LILRP1	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000276099
LILRP2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000274120
FAM136GP	X	ENSG00000227873
F8A3	X	ENSG00000277150
KIR3DL3	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000275172
PABPC1L2B	X	ENSG00000184388
KIR2DL3	HSCHR19LRC_COX1_CTG3_1	ENSG00000274952
RBMXL3	X	ENSG00000175718
PRLR	5	ENSG00000113494
	20	ENSG00000229771
KIR2DS2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000276425
LENG9	HSCHR19LRC_COX1_CTG3_1	ENSG00000278312
	20	ENSG00000286972
KIR2DL2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000273578
	HSCHR19LRC_COX1_CTG3_1	ENSG00000278409
SSX2B	X	ENSG00000268447
RNA5SP484	20	ENSG00000238908
KIR3DP1	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000276212
TSEN34	HSCHR19LRC_COX1_CTG3_1	ENSG00000278622
ADI1P1	20	ENSG00000235102
KIR2DL4	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000277355
LPIN3	20	ENSG00000132793
	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000276498
LENG1	HSCHR19LRC_COX1_CTG3_1	ENSG00000277808
KIR2DL5A	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000276392
TMC4	HSCHR19LRC_COX1_CTG3_1	ENSG00000277789
KIR2DS3	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000277193
KIR2DS1	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000275421
ELOA2	18	ENSG00000206181
KIR3DL2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000278758
RPL17	18	ENSG00000265681
	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	ENSG00000274708
LILRA3	HSCHR19LRC_COX1_CTG3_1	ENSG00000276175
CDC42EP5	HSCHR19LRC_COX1_CTG3_1	ENSG00000273633
MBOAT7	HSCHR19LRC_COX1_CTG3_1	ENSG00000276935
RACGAP1P1	12	ENSG00000257331
	12	ENSG00000257645
	7	ENSG00000223402
KIR2DL1	HSCHR19LRC_COX1_CTG3_1	ENSG00000278738
	12	ENSG00000287386
STARD13-IT1	13	ENSG00000230300
SAPCD2P4	7	ENSG00000234312
ADI1P3	12	ENSG00000258369
LILRA1	HSCHR19LRC_COX1_CTG3_1	ENSG00000274935
	7	ENSG00000223665
STARD13-AS	13	ENSG00000236581
RPL7AP38	7	ENSG00000213787
LINC03075	7	ENSG00000229301
	12	ENSG00000257228
	7	ENSG00000286987
	7	ENSG00000227148
KIR3DP1	HSCHR19LRC_COX1_CTG3_1	ENSG00000277477
LINC02156	12	ENSG00000257906
TARM1	HSCHR19LRC_COX1_CTG3_1	ENSG00000276604
	7	ENSG00000228627
VSTM1	HSCHR19LRC_COX1_CTG3_1	ENSG00000275330
CCNJP1	7	ENSG00000227491
	8	ENSG00000254006
	7	ENSG00000228085
RPL7P30	7	ENSG00000227982
	7	ENSG00000244510
OSCAR	HSCHR19LRC_COX1_CTG3_1	ENSG00000273511
LINC03090	8	ENSG00000253355
CICP8	7	ENSG00000225371
	HSCHR19LRC_COX1_CTG3_1	ENSG00000274323
LINC02566	12	ENSG00000115934
TFPT	HSCHR19LRC_COX1_CTG3_1	ENSG00000274073
RPS26P6	8	ENSG00000212994
	12	ENSG00000257947
PCLO	7	ENSG00000186472
	HSCHR19LRC_COX1_CTG3_1	ENSG00000277154
	1	ENSG00000284616
	8	ENSG00000253723
	12	ENSG00000256440
TRAJ38	14	ENSG00000211851
DUX4L27	12	ENSG00000258794
Y_RNA	14	ENSG00000212335
NLRP2	HSCHR19LRC_COX1_CTG3_1	ENSG00000275082
	8	ENSG00000271882
	8	ENSG00000254302
TCL1A	14	ENSG00000100721
PEX10	1	ENSG00000157911
	8	ENSG00000253195
RDH13	HSCHR19LRC_COX1_CTG3_1	ENSG00000278149
	8	ENSG00000254316
GP6	HSCHR19LRC_COX1_CTG3_1	ENSG00000276211
	8	ENSG00000254000
SUMO2P18	8	ENSG00000253639
	HSCHR19LRC_COX1_CTG3_1	ENSG00000275822
NDUFA3	HSCHR19LRC_COX1_CTG3_1	ENSG00000274359
NLRP7	HSCHR19LRC_COX1_CTG3_1	ENSG00000277786
LINC03044	8	ENSG00000253395
LILRP2	HSCHR19LRC_COX1_CTG3_1	ENSG00000278795
	13	ENSG00000287274
	8	ENSG00000286878
LINC02344	13	ENSG00000227911
LILRP2	HSCHR19LRC_COX1_CTG3_1	ENSG00000290322
	8	ENSG00000254303
	13	ENSG00000285621
	HSCHR19LRC_COX1_CTG3_1	ENSG00000274101
	HSCHR19LRC_COX1_CTG3_1	ENSG00000290371
NASPP1	8	ENSG00000255397
	13	ENSG00000277386
	13	ENSG00000234535
SDCBPP2	8	ENSG00000247570
	13	ENSG00000176882
LANCL3	X	ENSG00000147036
EBPL	13	ENSG00000123179
	8	ENSG00000253997
SHMT2	12	ENSG00000182199
	8	ENSG00000253800
	9	ENSG00000279571
LINC02847	8	ENSG00000253702
	8	ENSG00000254337
PTRH1	9	ENSG00000187024
LINC01288	8	ENSG00000254344
SNAI2	8	ENSG00000019549
	20	ENSG00000229398
FAM236A	X	ENSG00000275520
CHD6	20	ENSG00000124177
	15	ENSG00000259173
HSFX4	X	ENSG00000283463
	15	ENSG00000259407
	8	ENSG00000254031
ZNF275	X	ENSG00000063587
	15	ENSG00000287321
LINC02333	13	ENSG00000271564
ARRDC4	15	ENSG00000140450
RPS12P15	8	ENSG00000240724
CKAP2-DT	13	ENSG00000278238
	13	ENSG00000290855
MTBP	8	ENSG00000172167
	13	ENSG00000291255
	13	ENSG00000290856
LINC02850	2	ENSG00000236436
	14	ENSG00000257275
ZNF157	X	ENSG00000147117
SUGT1-DT	13	ENSG00000273723
	2	ENSG00000233005
CNMD	13	ENSG00000136110
LINC01810	2	ENSG00000237266
	14	ENSG00000258516
	2	ENSG00000213774
	14	ENSG00000271358
LINC02833	14	ENSG00000258742
	2	ENSG00000225378
MAGED1	X	ENSG00000179222
	2	ENSG00000287291
SRD5A2	2	ENSG00000277893
LINC02883	15	ENSG00000259416
LINC02287	14	ENSG00000258499
THRAP3P2	15	ENSG00000259057
CHGA	14	ENSG00000100604
	15	ENSG00000270017
	15	ENSG00000270919
RAMAC	15	ENSG00000169612
	16	ENSG00000279757
WFDC1	16	ENSG00000103175
	1	ENSG00000260972
RPL21P21	1	ENSG00000224340
	2	ENSG00000223634
LINC01345	1	ENSG00000226374
	2	ENSG00000236665
OSR1	2	ENSG00000143867
EEF1DP6	1	ENSG00000229280
PEX14	1	ENSG00000142655
	2	ENSG00000228505
MIR3911	9	ENSG00000283874
VSTM1	HSCHR19LRC_COX2_CTG3_1	ENSG00000275577
CFAP157	9	ENSG00000160401
NUTF2P8	2	ENSG00000270654
	15	ENSG00000273771
LINC00276	2	ENSG00000230448
	15	ENSG00000259744
TARM1	HSCHR19LRC_COX2_CTG3_1	ENSG00000275384
	15	ENSG00000259702
TTC32	2	ENSG00000183891
OSCAR	HSCHR19LRC_COX2_CTG3_1	ENSG00000275644
MIR759	13	ENSG00000211579
PPIAP26	13	ENSG00000150276
	8	ENSG00000253489
	15	ENSG00000259250
RPL7L1P15	15	ENSG00000259208
RPL31P41	8	ENSG00000239261
PCDH8	13	ENSG00000136099
NDUFA3	HSCHR19LRC_COX2_CTG3_1	ENSG00000276220
	8	ENSG00000273978
TFPT	HSCHR19LRC_COX2_CTG3_1	ENSG00000276323
	8	ENSG00000270682
LINC01586	15	ENSG00000249487
LINC01646	1	ENSG00000232596
	HSCHR19LRC_COX2_CTG3_1	ENSG00000275117
LINC01609	8	ENSG00000253103
CNOT3	HSCHR19LRC_COX2_CTG3_1	ENSG00000274176
	2	ENSG00000224361
CCT8	21	ENSG00000156261
	15	ENSG00000272639
	2	ENSG00000235537
	16	ENSG00000260466
	16	ENSG00000287010
	2	ENSG00000233714
KLHL25	15	ENSG00000183655
TTC16	9	ENSG00000167094
	16	ENSG00000261458
LINC01777	1	ENSG00000235054
	2	ENSG00000226041
LENG1	HSCHR19LRC_COX2_CTG3_1	ENSG00000276774
TMC4	HSCHR19LRC_COX2_CTG3_1	ENSG00000276260
LONRF2P2	13	ENSG00000233905
	8	ENSG00000253499
FLJ30679	16	ENSG00000280278
LINC00388	13	ENSG00000229788
ATP2C2-AS1	16	ENSG00000261286
MBOAT7	HSCHR19LRC_COX2_CTG3_1	ENSG00000278322
FEM1AP4	13	ENSG00000235876
LINC00387	13	ENSG00000231914
	8	ENSG00000253622
	16	ENSG00000278058
TERF1P5	13	ENSG00000226361
	8	ENSG00000253750
FAM207BP	13	ENSG00000228797
TSEN34	HSCHR19LRC_COX2_CTG3_1	ENSG00000274796
	16	ENSG00000261161
GXYLT1P1	13	ENSG00000230931
LINGO1-AS1	15	ENSG00000259666
RPSAP48	8	ENSG00000240590
	16	ENSG00000268473
CNN2P12	13	ENSG00000204718
	8	ENSG00000253614
ZNF965P	13	ENSG00000227784
CYP4F34P	13	ENSG00000244155
BBS9	7	ENSG00000122507
RPS9	HSCHR19LRC_COX2_CTG3_1	ENSG00000274626
	8	ENSG00000278193
SNX18P26	13	ENSG00000227568
EFR3B	2	ENSG00000084710
LINC00328-2P	13	ENSG00000225016
	8	ENSG00000254201
LILRA3	HSCHR19LRC_COX2_CTG3_1	ENSG00000273884
ANKRD20A9P	13	ENSG00000206192
	8	ENSG00000253842
	15	ENSG00000259579
ZCCHC14	16	ENSG00000140948
LINC02157	15	ENSG00000259763
RHOT1P3	13	ENSG00000242756
RNU6-55P	13	ENSG00000223024
RNU6-76P	13	ENSG00000206787
SNX19P2	13	ENSG00000235500
	20	ENSG00000235088
LINC00408	13	ENSG00000226250
LILRA5	HSCHR19LRC_COX2_CTG3_1	ENSG00000278355
AEN	15	ENSG00000181026
	20	ENSG00000273951
MTERF3	8	ENSG00000156469
RPL12P11	20	ENSG00000232493
RNU6-1018P	20	ENSG00000252386
	20	ENSG00000212224
	20	ENSG00000233352
LILRA4	HSCHR19LRC_COX2_CTG3_1	ENSG00000276798
SLPI	20	ENSG00000124107
ITPK1	14	ENSG00000100605
LAIR1	HSCHR19LRC_COX2_CTG3_1	ENSG00000276163
TARM1	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000274889
	13	ENSG00000231358
LINC02782	1	ENSG00000231510
PHF2P2	13	ENSG00000226057
VSTM1	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000276159
TOR2A	9	ENSG00000160404
	13	ENSG00000291256
	13	ENSG00000290620
	22	ENSG00000249590
LINC00442	13	ENSG00000232685
PLCH2	1	ENSG00000149527
	20	ENSG00000277022
NLRP2	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000275399
WFDC2	20	ENSG00000101443
USP24P1	13	ENSG00000229375
GP6	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000274566
GTF2IP3	13	ENSG00000187721
	13	ENSG00000226619
	13	ENSG00000287861
	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000277824
	22	ENSG00000273350
RNA5SP24	13	ENSG00000252287
CENPIP1	13	ENSG00000224778
RNU6-564P	22	ENSG00000222915
	22	ENSG00000272689
	15	ENSG00000260608
	13	ENSG00000234894
	15	ENSG00000182625
MTFP1	22	ENSG00000242114
RPS9	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000278081
SMPD4P2	13	ENSG00000229147
	15	ENSG00000259602
RDH13	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000275474
	13	ENSG00000278337
	13	ENSG00000290437
KIR2DL1	HSCHR19LRC_COX2_CTG3_1	ENSG00000275196
PGAM1P12	15	ENSG00000250825
NLRP7	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000277776
KIR3DP1	HSCHR19LRC_COX2_CTG3_1	ENSG00000276912
	13	ENSG00000121388
KIR2DL4	HSCHR19LRC_COX2_CTG3_1	ENSG00000276979
	15	ENSG00000259478
MBOAT7	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000277733
KIR3DS1	HSCHR19LRC_COX2_CTG3_1	ENSG00000275434
PSPC1P1	13	ENSG00000227879
TUBAP4	15	ENSG00000261665
TSEN34	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000275165
ANKRD26P3	13	ENSG00000237636
KIR2DL5A	HSCHR19LRC_COX2_CTG3_1	ENSG00000274143
KIR2DS5	HSCHR19LRC_COX2_CTG3_1	ENSG00000274739
ARNT2-DT	15	ENSG00000259495
TFPT	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000276296
KIR2DS1	HSCHR19LRC_COX2_CTG3_1	ENSG00000278120
CNOT3	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000275979
KIR3DL2	HSCHR19LRC_COX2_CTG3_1	ENSG00000278707
	HSCHR19LRC_COX2_CTG3_1	ENSG00000275304
FCAR	HSCHR19LRC_COX2_CTG3_1	ENSG00000278415
	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000276421
OSCAR	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000274703
DACH1	13	ENSG00000276644
MORF4L1	15	ENSG00000185787
LENG1	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000277457
	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000278296
TMC4	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000277996
NCR1	HSCHR19LRC_COX2_CTG3_1	ENSG00000278362
	20	ENSG00000237464
NDUFA3	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000278365
KIR2DS4	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000274533
RPL5P2	20	ENSG00000237068
	3	ENSG00000236452
SPINT3	20	ENSG00000101446
KIR3DL2	HSCHR19LRC_LRC_S_CTG3_1	ENSG00000276739
	16	ENSG00000260671
	16	ENSG00000259989
EPPIN-WFDC6	20	ENSG00000249139
	16	ENSG00000260177
AZI2	3	ENSG00000163512
NLRP7	HSCHR19LRC_COX2_CTG3_1	ENSG00000274174
	16	ENSG00000261273
	16	ENSG00000277504
SMAD7	18	ENSG00000101665
SH2D3C	9	ENSG00000095370
NLRP2	HSCHR19LRC_COX2_CTG3_1	ENSG00000275796
KLHL36	16	ENSG00000135686
	22	ENSG00000273428
	22	ENSG00000230137
SEC14L3	22	ENSG00000100012
GP6	HSCHR19LRC_COX2_CTG3_1	ENSG00000275633
RDH13	HSCHR19LRC_COX2_CTG3_1	ENSG00000276826
	20	ENSG00000232135
HSPD1P21	20	ENSG00000229900
EPPIN	20	ENSG00000101448
PPIAP85	8	ENSG00000254103
DSCC1	8	ENSG00000136982
MLKL	16	ENSG00000168404
GALNT1	18	ENSG00000141429
RNA5SP485	20	ENSG00000201923
HNRNPA1P3	20	ENSG00000226188
WFDC3	20	ENSG00000124116
REXO1L2P	8	ENSG00000276998
MRPL13	8	ENSG00000172172
	1	ENSG00000284739
SPSB1	1	ENSG00000171621
H3P36	13	ENSG00000236534
RPL21P109	13	ENSG00000237816
RPL35AP31	13	ENSG00000233460
RPS10P21	13	ENSG00000232881
ARL11	13	ENSG00000152213
FGF14	13	ENSG00000102466
	1	ENSG00000272235
	1	ENSG00000284694
	1	ENSG00000224387
	8	ENSG00000254040
	16	ENSG00000261363
	16	ENSG00000260387
	8	ENSG00000253834
LINC02188	16	ENSG00000261175
	8	ENSG00000248318
SLC2A5	1	ENSG00000142583
	8	ENSG00000237061
	8	ENSG00000254129
	8	ENSG00000272321
	8	ENSG00000253471
	8	ENSG00000254247
MTND1P5	8	ENSG00000253795
CCN3	8	ENSG00000136999
CIAPIN1	16	ENSG00000005194
	13	ENSG00000276012
RNU1-24P	13	ENSG00000201155
HMGB3P7	13	ENSG00000215399
MIR2681	13	ENSG00000265164
LIPT1P1	13	ENSG00000229975
RNY1P2	13	ENSG00000201690
MIR4705	13	ENSG00000264482
RPL39P29	13	ENSG00000236860
FGF14-IT1	13	ENSG00000243319
NEUROD2	17	ENSG00000171532
	13	ENSG00000279702
RPL31P33	6	ENSG00000218049
LIN28B	6	ENSG00000187772
	8	ENSG00000271349
FGF14-AS1	13	ENSG00000234445
NRBF2P4	8	ENSG00000253228
FGF14-AS2	13	ENSG00000272143
	17	ENSG00000273609
LINC01414	8	ENSG00000253554
POGLUT2	13	ENSG00000134901
	17	ENSG00000265115
ZNF407	18	ENSG00000215421
KIR2DL3	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000275658
CDC6	17	ENSG00000094804
KIR2DS1	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000276387
SPINT5P	20	ENSG00000168630
RNU6ATAC38P	20	ENSG00000221046
DNTTIP1	20	ENSG00000101457
KIR2DP1	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000273753
ITPK1-AS1	14	ENSG00000258730
	6	ENSG00000279403
	22	ENSG00000181123
SUMO2P20	8	ENSG00000253721
KIR3DL2	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000275838
CYB5AP3	14	ENSG00000258595
	6	ENSG00000287761
LINC02661	10	ENSG00000223381
KIR3DL3	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000276572
	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000288613
	21	ENSG00000231125
FABP7	6	ENSG00000164434
MOAP1	14	ENSG00000165943
TMEM74	8	ENSG00000164841
ABTB2	11	ENSG00000166016
	21	ENSG00000286018
VSTM1	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000276066
CNOT3	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000273943
HABP2	10	ENSG00000148702
SDC4P	22	ENSG00000214161
MAP3K7CL	21	ENSG00000156265
SEC14L4	22	ENSG00000133488
LENG1	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000278426
NLRP2	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274638
NLRP7	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000277071
VSTM1	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000274953
FBXO32	8	ENSG00000156804
CNOT3	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274941
TMEM115	3	ENSG00000126062
LYSET	14	ENSG00000153485
GP6	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000274050
LENG1	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000276628
	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000273519
MBOAT7	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000277923
NDUFA3	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000276766
	6	ENSG00000226181
	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000273506
HINT3	6	ENSG00000111911
	14	ENSG00000259066
NDUFA3	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000275724
OSCAR	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000275551
TMC4	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274905
	2	ENSG00000235911
RDH13	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000276341
NLRP2	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000278789
YAP1P3	6	ENSG00000275953
	3	ENSG00000231401
TSEN34	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274078
KRT18P50	6	ENSG00000219941
EEF1A1P42	6	ENSG00000277043
	6	ENSG00000226089
RPS9	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000277359
	18	ENSG00000267780
TMC4	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000277667
	6	ENSG00000287097
GON7	14	ENSG00000170270
MBOAT7	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000278519
CALHM6-AS1	6	ENSG00000244158
HSBP1L1	18	ENSG00000226742
RPS9	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000274005
GREB1	2	ENSG00000196208
GNAT1	3	ENSG00000114349
NLRP7	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000277179
TFPT	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000273833
NDUFAB1P1	6	ENSG00000217767
POM121L14P	6	ENSG00000218189
	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000277953
	6	ENSG00000271608
	6	ENSG00000227535
OSCAR	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000278533
TSEN34	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000273896
	5	ENSG00000250955
PEX3	6	ENSG00000034693
GP6	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000278670
TARM1	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000275123
UBR7	14	ENSG00000012963
	5	ENSG00000251675
	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000273916
TFPT	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000276263
	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274651
LINC02105	5	ENSG00000250447
RDH13	HSCHR19LRC_LRC_T_CTG3_1	ENSG00000274504
TARM1	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000277178
	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000275583
TXNL4A	18	ENSG00000141759
RPS27P18	10	ENSG00000233135
KIR2DL2	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274412
KCNK18	10	ENSG00000186795
KIR2DS4	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274921
	17	ENSG00000214719
KIR3DP1	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000274498
KIR3DL2	HSCHR19LRC_LRC_I_CTG3_1	ENSG00000273911
	10	ENSG00000278484
NKX1-2	10	ENSG00000229544
LHPP	10	ENSG00000107902
	5	ENSG00000248876
	5	ENSG00000273957
CRLF3P2	5	ENSG00000250391
	5	ENSG00000250978
KATNBL1P1	13	ENSG00000271026
CHCHD2P8	13	ENSG00000235115
	17	ENSG00000287644
PAN3-AS1	13	ENSG00000261485
	17	ENSG00000265689
PAN3	13	ENSG00000152520
	11	ENSG00000255451
MTCO3P22	5	ENSG00000270388
ISCA1P1	5	ENSG00000217416
PSMD3	17	ENSG00000108344
LINC01499	11	ENSG00000255171
LINC02781	1	ENSG00000284674
MTCYBP45	1	ENSG00000224338
CAMK4	5	ENSG00000152495
	1	ENSG00000287727
	1	ENSG00000286448
	1	ENSG00000284703
	9	ENSG00000286196
RPL22P3	1	ENSG00000226457
CDK9	9	ENSG00000136807
NMNAT1	1	ENSG00000173614
LINC02919	6	ENSG00000237494
	11	ENSG00000255139
HSF2	6	ENSG00000025156
OR10V1	11	ENSG00000172289
	8	ENSG00000253619
DEPTOR-AS1	8	ENSG00000245330
LINC01493	11	ENSG00000254562
	8	ENSG00000253583
	8	ENSG00000253911
FER1L6-AS1	8	ENSG00000181171
	10	ENSG00000225208
	18	ENSG00000267127
	8	ENSG00000286282
	11	ENSG00000220204
	8	ENSG00000254084
HTRA1	10	ENSG00000166033
MRPS36P3	8	ENSG00000253814
PATL1	11	ENSG00000166889
	8	ENSG00000287788
RPL12P9	21	ENSG00000232687
PUDP	X	ENSG00000130021
Y_RNA	21	ENSG00000201984
U3	21	ENSG00000212479
	21	ENSG00000224649
MATN2	8	ENSG00000132561
RBFA	18	ENSG00000101546
GAPDHP14	21	ENSG00000236056
RBMS3-AS2	3	ENSG00000203506
COL6A2	21	ENSG00000142173
	3	ENSG00000213600
	3	ENSG00000282987
	3	ENSG00000213587
MFFP1	1	ENSG00000215720
	1	ENSG00000241326
HYAL1	3	ENSG00000114378
PGAM1P11	1	ENSG00000233623
SIRPAP1	22	ENSG00000225774
UBE2C	20	ENSG00000175063
GAL3ST1	22	ENSG00000128242
